design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
c50,DLC1.2-a-s1,0.17,center,30,37800.0,1.6185,-2.1919,1.5008
c50,DLC1.2-a-s2,0.16,center,30,37800.0,1.5623,-0.5078,1.4986
c50,DLC1.2-a-s3,0.16,center,30,37800.0,1.6075,-0.9646,1.5279
c50,DLC1.2-a-s4,0.16,center,30,37800.0,1.5044,-0.6775,1.4358
c50,DLC1.2-a-s5,0.17,center,30,37800.0,1.4872,-1.2147,1.397
c50,DLC1.2-a-s6,0.17,center,30,37800.0,1.6131,-1.3783,1.5208
c50,DLC1.2-b-s1,0.18,center,30,45700.0,1.7416,-7.2351,1.5394
c50,DLC1.2-b-s2,0.18,center,30,45700.0,1.5962,-5.4733,1.4439
c50,DLC1.2-b-s3,0.18,center,30,45700.0,1.8138,-7.7025,1.6087
c50,DLC1.2-b-s4,0.18,center,30,45700.0,1.6498,-7.8398,1.4453
c50,DLC1.2-b-s5,0.18,center,30,45700.0,1.7799,-6.1551,1.5913
c50,DLC1.2-b-s6,0.17,center,30,45700.0,1.58,-7.2401,1.3938
c50,DLC1.2-c-s1,0.18,center,30,45040.0,1.8586,-11.5337,1.6616
c50,DLC1.2-c-s2,0.19,center,30,45040.0,1.5505,-14.3754,1.2971
c50,DLC1.2-c-s3,0.19,center,30,45040.0,1.9492,-13.9945,1.7245
c50,DLC1.2-c-s4,0.2,center,30,45040.0,1.91,-13.0281,1.6517
c50,DLC1.2-c-s5,0.18,center,30,45040.0,1.9123,-14.8752,1.6431
c50,DLC1.2-c-s6,0.19,center,30,45040.0,1.6828,-13.1791,1.4251
c50,DLC1.2-d-s1,0.18,center,30,38180.0,1.7514,-19.2059,1.4756
c50,DLC1.2-d-s2,0.18,center,30,38180.0,1.5438,-17.3742,1.359
c50,DLC1.2-d-s3,0.18,center,30,38180.0,1.8381,-15.528,1.6577
c50,DLC1.2-d-s4,0.18,center,30,38180.0,1.7979,-20.0195,1.5589
c50,DLC1.2-d-s5,0.19,center,30,38180.0,1.6187,-17.7558,1.3541
c50,DLC1.2-d-s6,0.19,center,30,38180.0,1.9415,-17.693,1.7082
c50,DLC1.2-e-s1,0.21,center,30,28490.0,1.69,-25.9409,1.3177
c50,DLC1.2-e-s2,0.22,center,30,28490.0,1.9129,-26.4194,1.5193
c50,DLC1.2-e-s3,0.19,center,30,28490.0,1.6531,-25.189,1.3749
c50,DLC1.2-e-s4,0.22,center,30,28490.0,2.001,-30.0077,1.6194
c50,DLC1.2-e-s5,0.2,center,30,28490.0,1.814,-16.2619,1.563
c50,DLC1.2-e-s6,0.2,center,30,28490.0,1.5931,-26.1389,1.2635
c50,DLC1.2-f-s1,0.26,center,30,18970.0,2.1805,-33.7602,1.6709
c50,DLC1.2-f-s2,0.26,center,30,18970.0,2.2335,-32.2155,1.8632
c50,DLC1.2-f-s3,0.25,center,30,18970.0,1.8383,-29.1424,1.2144
c50,DLC1.2-f-s4,0.26,center,30,18970.0,2.1524,-28.2753,1.6288
