design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
a01,DLC1.2-a-s1,0.18,center,30,37800.0,1.6802,-6.3079,1.5784
a01,DLC1.2-a-s2,0.16,center,30,37800.0,1.4981,-4.5411,1.4221
a01,DLC1.2-a-s3,0.16,center,30,37800.0,1.5157,-4.1544,1.4415
a01,DLC1.2-a-s4,0.16,center,30,37800.0,1.4597,-3.7061,1.3918
a01,DLC1.2-a-s5,0.18,center,30,37800.0,1.6546,-3.8363,1.5719
a01,DLC1.2-a-s6,0.17,center,30,37800.0,1.5139,-4.1857,1.44
a01,DLC1.2-b-s1,0.19,center,30,45700.0,1.5698,-13.3883,1.4122
a01,DLC1.2-b-s2,0.19,center,30,45700.0,1.5508,-10.787,1.4366
a01,DLC1.2-b-s3,0.19,center,30,45700.0,1.7093,-15.0837,1.5483
a01,DLC1.2-b-s4,0.2,center,30,45700.0,1.8,-13.6206,1.65
a01,DLC1.2-b-s5,0.19,center,30,45700.0,1.7825,-11.2434,1.6318
a01,DLC1.2-b-s6,0.19,center,30,45700.0,1.6991,-13.267,1.5587
a01,DLC1.2-c-s1,0.18,center,30,45040.0,1.6133,-17.4654,1.4734
a01,DLC1.2-c-s2,0.2,center,30,45040.0,1.7093,-21.5474,1.5193
a01,DLC1.2-c-s3,0.19,center,30,45040.0,1.6908,-23.2214,1.5329
a01,DLC1.2-c-s4,0.2,center,30,45040.0,1.4892,-20.6183,1.2984
a01,DLC1.2-c-s5,0.19,center,30,45040.0,1.9362,-21.5992,1.7394
a01,DLC1.2-c-s6,0.2,center,30,45040.0,1.8113,-18.9712,1.6114
a01,DLC1.2-d-s1,0.19,center,30,38180.0,1.9177,-23.8993,1.7087
a01,DLC1.2-d-s2,0.19,center,30,38180.0,1.6541,-23.356,1.5201
a01,DLC1.2-d-s3,0.18,center,30,38180.0,1.6703,-20.257,1.5422
a01,DLC1.2-d-s4,0.18,center,30,38180.0,1.4902,-25.9364,1.3157
a01,DLC1.2-d-s5,0.2,center,30,38180.0,1.7762,-22.0524,1.5846
a01,DLC1.2-d-s6,0.19,center,30,38180.0,1.6332,-23.5878,1.4684
a01,DLC1.2-e-s1,0.22,center,30,28490.0,2.132,-30.4905,1.8524
a01,DLC1.2-e-s2,0.22,center,30,28490.0,1.6582,-32.3966,1.3642
a01,DLC1.2-e-s3,0.2,center,30,28490.0,1.9092,-30.5021,1.7137
a01,DLC1.2-e-s4,0.22,center,30,28490.0,1.638,-37.3465,1.3561
a01,DLC1.2-e-s5,0.2,center,30,28490.0,1.5943,-20.9838,1.3974
a01,DLC1.2-e-s6,0.21,center,30,28490.0,2.0534,-29.8323,1.8152
a01,DLC1.2-f-s1,0.26,center,30,18970.0,1.914,-39.6752,1.543
a01,DLC1.2-f-s2,0.26,center,30,18970.0,1.7566,-35.9223,1.5068
a01,DLC1.2-f-s3,0.25,center,30,18970.0,1.7376,-34.2062,1.2461
a01,DLC1.2-f-s4,0.26,center,30,18970.0,1.9201,-32.4313,1.5304
a01,DLC1.2-f-s5,0.25,center,30,18970.0,1.8076,-29.8094,1.4554
a01,DLC1.2-f-s6,0.28,center,30,18970.0,1.8102,-45.3532,1.3147
a01,DLC1.2-g-s1,0.3,center,30,11340.0,2.2685,-40.5732,1.6984
a01,DLC1.2-g-s2,0.29,center,30,11340.0,1.8339,-35.7298,1.239
a01,DLC1.2-g-s3,0.31,center,30,11340.0,2.8126,-49.7651,2.0233
a01,DLC1.2-g-s4,0.31,center,30,11340.0,2.3201,-44.6694,1.6493
a01,DLC1.2-g-s5,0.34,center,30,11340.0,2.5435,-43.0151,1.906
a01,DLC1.2-g-s6,0.33,center,30,11340.0,2.6391,-39.4408,1.8975
a01,DLC1.2-h-s1,0.38,center,30,6126.0,2.0013,-35.3598,0.8197
a01,DLC1.2-h-s2,0.42,center,30,6126.0,2.4688,-45.5899,1.6247
a01,DLC1.2-h-s3,0.37,center,30,6126.0,1.9695,-47.2434,1.0973
a01,DLC1.2-h-s4,0.38,center,30,6126.0,2.7224,-41.3042,1.7329
a01,DLC1.2-h-s5,0.39,center,30,6126.0,2.1592,-44.7539,1.2837
a01,DLC1.2-h-s6,0.4,center,30,6126.0,2.6925,-50.2189,1.8173
a01,DLC1.2-i-s1,0.49,center,30,2997.0,1.8404,-54.5908,0.4889
a01,DLC1.2-i-s2,0.41,center,30,2997.0,1.8672,-33.5394,0.8288
a01,DLC1.2-i-s3,0.42,center,30,2997.0,2.2731,-33.794,1.1953
a01,DLC1.2-i-s4,0.47,center,30,2997.0,2.9572,-46.1911,1.7123
a01,DLC1.2-i-s5,0.47,center,30,2997.0,2.1181,-38.7536,0.1852
a01,DLC1.2-i-s6,0.47,center,30,2997.0,2.2738,-41.7853,1.0217
a01,DLC1.2-j-s1,0.49,min_pos,30,1332.0,3.0534,-44.8463,0.8475
a01,DLC1.2-j-s2,0.53,center,30,1332.0,1.6579,-35.3361,0.2377
a01,DLC1.2-j-s3,0.51,center,30,1332.0,1.8385,-46.6362,0.0131
a01,DLC1.2-j-s4,0.49,center,30,1332.0,2.325,-46.6141,0.7211
a01,DLC1.2-j-s5,0.54,center,30,1332.0,1.9958,-31.7911,0.2786
a01,DLC1.2-j-s6,0.56,center,30,1332.0,2.8232,-46.5943,1.5252
a01,DLC1.2-k-s1,0.6,min_pos,30,538.2,3.5574,-24.2421,1.568
a01,DLC1.2-k-s2,0.62,center,30,538.2,1.5928,-26.0175,0.1009
a01,DLC1.2-k-s3,0.61,center,30,538.2,2.4889,-23.6989,0.3844
a01,DLC1.2-k-s4,0.61,min_pos,30,538.2,3.4535,-16.7248,1.4498
a01,DLC1.2-k-s5,0.51,center,30,538.2,1.8513,5.1318,2.2976
a01,DLC1.2-k-s6,0.57,center,30,538.2,2.451,-25.4847,0.1422
a01,DLC2.4.1-a-s1,0.31,center,3,50.0,2.3513,-7.166,0.5007
a01,DLC2.4.1-a-s2,0.4,center,3,50.0,2.5091,-5.8934,1.017
a01,DLC2.4.1-a-s3,0.32,center,3,50.0,2.7814,-12.1968,0.0297
a01,DLC2.4.1-a-s4,0.42,min_pos,3,50.0,4.558,-13.9708,0.9292
a01,DLC2.4.1-a-s5,0.43,center,3,50.0,2.7414,-6.8482,0.9648
a01,DLC2.4.1-a-s6,0.29,center,3,50.0,2.2371,-6.7949,0.6357
a01,DLC2.4.1-b-s1,0.92,min_pos,3,50.0,5.4462,-24.0667,0.2694
a01,DLC2.4.1-b-s2,0.97,min_pos,3,50.0,5.345,-19.492,1.0583
a01,DLC2.4.1-b-s3,0.78,min_pos,3,50.0,6.8935,-28.7616,0.7436
a01,DLC2.4.1-b-s4,0.91,min_pos,3,50.0,5.9041,-22.285,0.9309
a01,DLC2.4.1-b-s5,0.8,min_pos,3,50.0,6.9427,-19.1275,1.2809
a01,DLC2.4.1-b-s6,0.7,min_pos,3,50.0,4.0491,-16.7359,0.2927
a01,DLC2.4.2-a-s1,0.27,center,15,25.0,2.5673,-32.3033,1.5974
a01,DLC2.4.2-a-s2,0.18,center,15,25.0,1.5174,-2.625,1.2919
a01,DLC2.4.2-a-s3,0.21,center,15,25.0,2.0831,-8.0326,1.5936
a01,DLC2.4.2-a-s4,0.18,center,15,25.0,1.5031,1.9368,1.5315
a01,DLC2.4.2-a-s5,0.24,center,15,25.0,2.2644,-19.0466,1.3697
a01,DLC2.4.2-a-s6,0.19,center,15,25.0,1.4818,-3.8516,1.2305
a01,DLC2.4.2-b-s1,0.31,center,15,25.0,2.6591,-4.8085,1.5771
a01,DLC2.4.2-b-s2,0.47,center,15,25.0,2.8083,-9.7502,0.6725
a01,DLC2.4.2-b-s3,0.4,center,15,25.0,2.6262,-8.4463,0.941
a01,DLC2.4.2-b-s4,0.39,center,15,25.0,2.5362,-6.0844,1.1926
a01,DLC2.4.2-b-s5,0.4,center,15,25.0,2.7985,-4.5596,1.6477
a01,DLC2.4.2-b-s6,0.27,center,15,25.0,2.7665,-4.9563,1.6055
a01,DLC4.1-a-y1,0.35,center,10,10000.0,1.7447,0.132,1.5331
a01,DLC4.1-a-y2,0.35,center,10,10000.0,1.709,0.1047,1.4998
a01,DLC4.1-a-y3,0.34,center,10,10000.0,1.6491,0.1332,1.4514
a01,DLC4.1-b-y1,0.13,center,10,500.0,1.3115,3.7313,1.538
a01,DLC4.1-b-y2,0.09,center,10,500.0,1.1241,4.2395,1.4183
a01,DLC4.1-b-y3,0.16,center,10,500.0,1.3081,2.9908,1.4674
a01,DLC4.1-c-y1,0.12,center,10,500.0,2.0907,-1.4945,1.5721
a01,DLC4.1-c-y2,0.27,center,10,500.0,2.8023,-4.9371,1.6487
a01,DLC4.1-c-y3,0.49,center,10,500.0,2.9764,-11.8718,0.3094
a01,DLC6.4-a-s1,3.0,center,30,24340.0,0.1476,0.1661,0.1503
a01,DLC6.4-a-s2,3.0,center,30,24340.0,0.5773,0.5922,0.5795
a01,DLC6.4-a-s3,3.0,center,30,24340.0,0.4504,0.5778,0.4693
a01,DLC6.4-a-s4,3.0,center,30,24340.0,0.5655,0.6678,0.5807
a01,DLC6.4-a-s5,3.0,center,30,24340.0,0.231,0.2645,0.2359
a01,DLC6.4-a-s6,3.0,center,30,24340.0,0.5379,0.6038,0.5476
a01,DLC6.4-b-s1,0.25,center,30,292.4,2.9842,-4.9625,1.7493
a01,DLC6.4-b-s2,0.25,center,30,292.4,2.7276,-6.2487,1.3123
a01,DLC6.4-b-s3,0.17,center,30,292.4,2.4884,-3.7733,1.5448
a01,DLC6.4-b-s4,0.37,center,30,292.4,2.5852,-10.3646,0.3547
a01,DLC6.4-b-s5,0.49,min_pos,30,292.4,4.4016,-13.7608,0.8334
a01,DLC6.4-b-s6,0.19,center,30,292.4,2.3586,-4.1878,1.3751
a02,DLC1.2-a-s1,0.18,center,30,37800.0,1.6781,-6.3507,1.5765
a02,DLC1.2-a-s2,0.16,center,30,37800.0,1.4971,-4.5704,1.4213
a02,DLC1.2-a-s3,0.16,center,30,37800.0,1.5146,-4.1834,1.4405
a02,DLC1.2-a-s4,0.16,center,30,37800.0,1.459,-3.7322,1.3911
